ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,ConfirmedDrowsinessFlag,FrequentYawningAlert,ConfirmedDistractionFlag,MedicalEmergencyConfirmed,HazardRequest,BrakeRequest,SpeedDisplayKmh,AlertsEnabled
P07_normal,20.728,0,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0
P07_normal,21.855,1.127,ATTENTIVE_NORMAL,0,0,0,0,0,0,1.6,0
P07_normal,22.892,2.164,ATTENTIVE_NORMAL,0,0,0,0,0,0,3.2,0
P07_normal,23.907,3.179,ATTENTIVE_NORMAL,0,0,0,0,0,0,5,0
P07_normal,24.948,4.22,ATTENTIVE_NORMAL,0,0,0,0,0,0,9.2,0
P07_normal,26.08,5.352,ATTENTIVE_NORMAL,0,0,0,0,0,0,11,1
P07_normal,27.124,6.396,ATTENTIVE_NORMAL,0,0,0,0,0,0,14.2,1
P07_normal,28.172,7.444,ATTENTIVE_NORMAL,0,0,0,0,0,0,18.4,1
P07_normal,29.218,8.49,ATTENTIVE_NORMAL,0,0,0,0,0,0,23.2,1
P07_normal,30.247,9.519,ATTENTIVE_NORMAL,0,0,0,0,0,0,27.4,1
P07_normal,31.3,10.572,ATTENTIVE_NORMAL,0,0,0,0,0,0,30,1
P07_normal,32.339,11.611,ATTENTIVE_NORMAL,0,0,0,0,0,0,31.6,1
P07_normal,33.38,12.652,ATTENTIVE_NORMAL,0,0,0,0,0,0,32.6,1
P07_normal,34.511,13.783,ATTENTIVE_NORMAL,1,0,0,0,0,0,34,1
P07_normal,35.559,14.831,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.2,1
P07_normal,36.628,15.9,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.8,1
P07_normal,37.677,16.949,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.8,1
P07_normal,38.688,17.96,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.4,1
P07_normal,39.85,19.122,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.4,1
P07_normal,40.917,20.189,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.8,1
P07_normal,41.926,21.198,ATTENTIVE_NORMAL,0,0,0,0,0,0,36.2,1
P07_normal,42.981,22.253,ATTENTIVE_NORMAL,0,0,0,0,0,0,36.6,1
P07_normal,43.999,23.271,ATTENTIVE_NORMAL,0,0,0,0,0,0,36.8,1
P07_normal,45.101,24.373,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
P07_normal,46.148,25.42,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
P07_normal,47.15,26.422,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
P07_normal,48.177,27.449,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.8,1
P07_normal,49.227,28.499,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.8,1
P07_normal,50.339,29.611,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.4,1
P07_normal,51.389,30.661,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.4,1
P07_normal,52.453,31.725,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.6,1
P07_normal,53.479,32.751,ATTENTIVE_NORMAL,0,0,0,0,0,0,36.2,1
P07_normal,54.524,33.796,ATTENTIVE_NORMAL,0,0,0,0,0,0,36.6,1
P0+35:767_normal,55.659,34.931,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
P07_normal,56.668,35.94,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
P07_normal,57.699,36.971,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
P07_normal,58.753,38.025,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
P07_normal,59.779,39.051,ATTENTIVE_NORMAL,0,0,0,0,0,0,39,1
P07_normal,60.858,40.13,ATTENTIVE_NORMAL,0,0,0,0,0,0,41.2,1
P07_normal,61.914,41.186,ATTENTIVE_NORMAL,0,0,0,0,0,0,44,1
P07_normal,62.936,42.208,ATTENTIVE_NORMAL,0,0,0,0,0,0,39,1
P07_normal,63.969,43.241,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
P07_normal,65.038,44.31,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.8,1
P07_normal,66.104,45.376,ATTENTIVE_NORMAL,1,0,0,0,0,0,35.8,1
P07_normal,67.13,46.402,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.4,1
P07_normal,68.151,47.423,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.4,1
P07_normal,69.156,48.428,ATTENTIVE_NORMAL,0,0,0,0,0,0,35.8,1
P07_normal,70.209,49.481,ATTENTIVE_NORMAL,0,0,0,0,0,0,36.2,1
P07_normal,71.218,50.49,ATTENTIVE_NORMAL,0,0,0,0,0,0,36.6,1
P07_normal,72.268,51.54,ATTENTIVE_NORMAL,0,0,0,0,0,0,37,1
