ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,ConfirmedDrowsinessFlag,FrequentYawningAlert,ConfirmedDistractionFlag,MedicalEmergencyConfirmed,HazardRequest,BrakeRequest,SpeedDisplayKmh,AlertsEnabled
P02_normal2,26.634,0,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0
P02_normal2,27.697,1.063,ATTENTIVE_NORMAL,0,0,0,0,0,0,1.2,0
P02_normal2,28.703,2.069,ATTENTIVE_NORMAL,1,0,0,0,0,0,4,0
P02_normal2,29.797,3.163,ATTENTIVE_NORMAL,1,0,0,0,0,0,5.8,0
P02_normal2,30.812,4.178,ATTENTIVE_NORMAL,1,0,0,0,0,0,7.6,0
P02_normal2,31.916,5.282,ATTENTIVE_NORMAL,1,0,0,0,0,0,9.2,0
P02_normal2,32.921,6.287,FATIGUE_DROWSINESS_CONFIRMED,1,0,0,0,0,0,11.6,1
P02_normal2,33.924,7.29,FATIGUE_DROWSINESS_CONFIRMED,1,0,0,0,0,0,14,1
P02_normal2,34.939,8.305,FATIGUE_DROWSINESS_CONFIRMED,1,0,0,0,0,0,15.8,1
P02_normal2,35.948,9.314,FATIGUE_DROWSINESS_EVENT,0,0,0,0,0,0,18.2,1
P02_normal2,37.053,10.419,ATTENTIVE_NORMAL,0,0,0,0,0,0,19.4,1
P02_normal2,38.188,11.554,ATTENTIVE_NORMAL,0,0,0,0,0,0,19.2,1
P02_normal2,39.275,12.641,ATTENTIVE_NORMAL,0,0,0,0,0,0,19.2,1
P02_normal2,40.402,13.768,ATTENTIVE_NORMAL,0,0,0,0,0,0,18.8,1
P02_normal2,41.491,14.857,ATTENTIVE_NORMAL,0,0,0,0,0,0,18.4,1
P02_normal2,42.623,15.989,ATTENTIVE_NORMAL,0,0,0,0,0,0,18.4,1
P02_normal2,43.703,17.069,ATTENTIVE_NORMAL,0,0,0,0,0,0,18.6,1
P02_normal2,44.818,18.184,ATTENTIVE_NORMAL,0,0,0,0,0,0,19.8,1
P02_normal2,45.903,19.269,ATTENTIVE_NORMAL,0,0,0,0,0,0,20.6,1
P02_normal2,47.032,20.398,ATTENTIVE_NORMAL,0,0,0,0,0,0,21,1
P02_normal2,48.118,21.484,ATTENTIVE_NORMAL,0,0,0,0,0,0,21.8,1
P02_normal2,49.249,22.615,ATTENTIVE_NORMAL,0,0,0,0,0,0,22.2,1
P02_normal2,50.327,23.693,ATTENTIVE_NORMAL,0,0,0,0,0,0,22.6,1
P02_normal2,51.367,24.733,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
P02_normal2,52.414,25.78,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
P02_normal2,53.577,26.943,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
P02_normal2,54.725,28.091,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
P02_normal2,55.799,29.165,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
P02_normal2,56.934,30.3,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
P02_normal2,58,31.366,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
P02_normal2,59.012,32.378,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
P02_normal2,60.065,33.431,ATTENTIVE_NORMAL,0,0,0,0,0,0,23,1
