ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,ConfirmedDrowsinessFlag,FrequentYawningAlert,ConfirmedDistractionFlag,MedicalEmergencyConfirmed,HazardRequest,BrakeRequest,SpeedDisplayKmh,AlertsEnabled
P08_normal,53.931,0,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0
P08_normal,55.049,1.118,ATTENTIVE_NORMAL,0,0,0,0,0,0,1.6,0
P08_normal,56.058,2.127,DISTRACTION_CONFIRMED,1,0,1,0,0,0,3.6,0
P08_normal,57.066,3.135,ATTENTIVE_NORMAL,0,0,0,0,0,0,5.4,0
P08_normal,58.123,4.192,ATTENTIVE_NORMAL,0,0,0,0,0,0,7.2,0
P08_normal,59.253,5.322,ATTENTIVE_NORMAL,0,0,0,0,0,0,9.2,0
P08_normal,60.364,6.433,ATTENTIVE_NORMAL,0,0,0,0,0,0,10.2,1
P08_normal,61.392,7.461,ATTENTIVE_NORMAL,0,0,0,0,0,0,11.8,1
P08_normal,62.393,8.462,ATTENTIVE_NORMAL,0,0,0,0,0,0,14.4,1
P08_normal,63.525,9.594,ATTENTIVE_NORMAL,0,0,0,0,0,0,17,1
P08_normal,64.576,10.645,ATTENTIVE_NORMAL,0,0,0,0,0,0,20.2,1
P08_normal,65.6,11.669,ATTENTIVE_NORMAL,0,0,0,0,0,0,22.2,1
P08_normal,66.673,12.742,ATTENTIVE_NORMAL,0,0,0,0,0,0,23.6,1
P08_normal,67.707,13.776,ATTENTIVE_NORMAL,0,0,0,0,0,0,26.4,1
P08_normal,68.758,14.827,ATTENTIVE_NORMAL,0,0,0,0,0,0,26.2,1
P08_normal,69.81,15.879,ATTENTIVE_NORMAL,1,0,0,0,0,0,26.6,1
P08_normal,70.827,16.896,ATTENTIVE_NORMAL,0,0,0,0,0,0,26.6,1
P08_normal,71.839,17.908,ATTENTIVE_NORMAL,0,0,0,0,0,0,26.2,1
P08_normal,72.951,19.02,ATTENTIVE_NORMAL,0,0,0,0,0,0,26,1
P08_normal,73.953,20.022,ATTENTIVE_NORMAL,0,0,0,0,0,0,26.6,1
P08_normal,74.983,21.052,ATTENTIVE_NORMAL,0,0,0,0,0,0,28.4,1
P08_normal,76.047,22.116,ATTENTIVE_NORMAL,0,0,0,0,0,0,32.2,1
P08_normal,77.092,23.161,ATTENTIVE_NORMAL,0,0,0,0,0,0,38.8,1
P08_normal,78.124,24.193,ATTENTIVE_NORMAL,0,0,0,0,0,0,44.4,1
P08_normal,79.195,25.264,ATTENTIVE_NORMAL,0,0,0,0,0,0,50.8,1
P08_normal,80.302,26.371,ATTENTIVE_NORMAL,0,0,0,0,0,0,56.6,1
P08_normal,81.322,27.391,ATTENTIVE_NORMAL,0,0,0,0,0,0,62.4,1
