ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,ConfirmedDrowsinessFlag,FrequentYawningAlert,ConfirmedDistractionFlag,MedicalEmergencyConfirmed,HazardRequest,BrakeRequest,SpeedDisplayKmh,AlertsEnabled
P05_normal,19.387,0,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0
P05_normal,20.406,1.019,ATTENTIVE_NORMAL,0,0,0,0,0,0,1.2,0
P05_normal,21.416,2.029,ATTENTIVE_NORMAL,0,0,0,0,0,0,2.6,0
P05_normal,22.52,3.133,ATTENTIVE_NORMAL,1,0,0,0,0,0,4.6,0
P05_normal,23.568,4.181,ATTENTIVE_NORMAL,1,0,0,0,0,0,6.6,0
P05_normal,24.571,5.184,ATTENTIVE_NORMAL,1,0,0,0,0,0,8.8,0
P05_normal,25.576,6.189,ATTENTIVE_NORMAL,1,0,0,0,0,0,10.2,1
P05_normal,26.601,7.214,ATTENTIVE_NORMAL,1,0,0,0,0,0,13.8,1
P05_normal,27.611,8.224,FATIGUE_DROWSINESS_CONFIRMED,1,0,0,0,0,0,16,1
P05_normal,28.616,9.229,FATIGUE_DROWSINESS_CONFIRMED,1,0,0,0,0,0,18.6,1
P05_normal,29.634,10.247,FATIGUE_DROWSINESS_EVENT,0,0,0,0,0,0,21.2,1
P05_normal,30.745,11.358,ATTENTIVE_NORMAL,0,0,0,0,0,0,22.2,1
P05_normal,31.773,12.386,ATTENTIVE_NORMAL,0,0,0,0,0,0,23.2,1
P05_normal,32.835,13.448,ATTENTIVE_NORMAL,0,0,0,0,0,0,24.8,1
P05_normal,33.931,14.544,ATTENTIVE_NORMAL,0,0,0,0,0,0,27.4,1
P05_normal,35.053,15.666,ATTENTIVE_NORMAL,0,0,0,0,0,0,30,1
P05_normal,36.171,16.784,ATTENTIVE_NORMAL,0,0,0,0,0,0,34.6,1
P05_normal,37.286,17.899,ATTENTIVE_NORMAL,0,0,0,0,0,0,37.6,1
P05_normal,38.35,18.963,ATTENTIVE_NORMAL,0,0,0,0,0,0,40.2,1
P05_normal,39.487,20.1,ATTENTIVE_NORMAL,0,0,0,0,0,0,43.6,1
P05_normal,40.58,21.193,ATTENTIVE_NORMAL,0,0,0,0,0,0,47.4,1
P05_normal,41.609,22.222,ATTENTIVE_NORMAL,0,0,0,0,0,0,52,1
P05_normal,42.747,23.36,ATTENTIVE_NORMAL,0,0,0,0,0,0,53,1
P05_normal,43.792,24.405,ATTENTIVE_NORMAL,0,0,0,0,0,0,52.6,1
