ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,ConfirmedDistractionFlag,ConfirmedPhoneUse,ConfirmedHeadLeft,ConfirmedHeadRight,ConfirmedHeadDown,ConfirmedPassengerTalk,ConfirmedCenterConsole,MedicalEmergencyConfirmed,HazardRequest,BrakeRequest,SpeedDisplayKmh,AlertsEnabled
P08_distraction,32.743,0,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,0,0
P08_distraction,33.756,1.013,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,0.4,0
P08_distraction,34.758,2.015,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,1.8,0
P08_distraction,35.782,3.039,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,3.2,0
P08_distraction,36.823,4.08,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,7.6,0
P08_distraction,37.91,5.167,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,10.6,1
P08_distraction,39,6.257,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,13,1
P08_distraction,40.02,7.277,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,14.4,1
P08_distraction,41.033,8.29,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,16.6,1
P08_distraction,42.037,9.294,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,19,1
P08_distraction,43.21,10.467,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,22.4,1
P08_distraction,44.262,11.519,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,25.4,1
P08_distraction,45.399,12.656,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,32.6,1
P08_distraction,46.445,13.702,DISTRACTION_AUDIO_ALERT,1,0,1,0,0,0,0,0,0,0,36.2,1
P08_distraction,47.462,14.719,DISTRACTION_AUDIO_ALERT,1,0,1,0,0,0,0,0,0,0,38.8,1
P08_distraction,48.471,15.728,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,42.8,1
P08_distraction,49.488,16.745,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,44.4,1
P08_distraction,50.512,17.769,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,42.6,1
P08_distraction,51.576,18.833,DISTRACTION_CONFIRMED,1,0,0,1,0,0,0,0,0,0,39.4,1
P08_distraction,52.634,19.891,DISTRACTION_CONFIRMED,1,0,0,1,0,0,0,0,0,0,36,1
P08_distraction,53.696,20.953,DISTRACTION_CONFIRMED,1,0,0,1,0,1,0,0,0,0,28.4,1
P08_distraction,54.72,21.977,DISTRACTION_CONFIRMED,1,0,0,1,0,1,0,0,0,0,29.2,1
P08_distraction,55.748,23.005,DISTRACTION_CONFIRMED,1,0,0,1,0,1,0,0,0,0,31,1
P08_distraction,56.749,24.006,DISTRACTION_AUDIO_ALERT,1,0,0,1,0,1,0,0,0,0,31.8,1
P08_distraction,57.783,25.04,DISTRACTION_AUDIO_ALERT,1,0,0,1,0,1,0,0,0,0,33.2,1
