ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,ConfirmedDistractionFlag,ConfirmedPhoneUse,ConfirmedHeadLeft,ConfirmedHeadRight,ConfirmedHeadDown,ConfirmedPassengerTalk,ConfirmedCenterConsole,MedicalEmergencyConfirmed,HazardRequest,BrakeRequest,SpeedDisplayKmh,AlertsEnabled
P01_distraction,192.015,0,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,0,0
P01_distraction,193.017,1.002,DISTRACTION_CONFIRMED,1,0,0,0,0,0,0,0,0,0,1.2,0
P01_distraction,194.098,2.083,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,4.6,0
P01_distraction,195.127,3.112,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,6.4,0
P01_distraction,196.133,4.118,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,8.2,0
P01_distraction,197.295,5.28,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,8.8,0
P01_distraction,198.301,6.286,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,8.8,0
P01_distraction,199.351,7.336,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,8.6,0
P01_distraction,200.353,8.338,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,8.6,0
P01_distraction,201.458,9.443,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,8.8,0
P01_distraction,202.487,10.472,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,11,1
P01_distraction,203.686,11.671,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,12.8,1
P01_distraction,204.686,12.671,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,15,1
P01_distraction,205.688,13.673,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,17.4,1
P01_distraction,206.737,14.722,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,21,1
P01_distraction,207.856,15.841,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23.2,1
P01_distraction,208.887,16.872,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,24.8,1
P01_distraction,209.953,17.938,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,26.4,1
P01_distraction,210.968,18.953,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,26,1
P01_distraction,211.99,19.975,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,26.4,1
P01_distraction,212.999,20.984,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,27,1
P01_distraction,214.011,21.996,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,27.8,1
P01_distraction,215.168,23.153,DISTRACTION_AUDIO_ALERT,1,0,1,0,0,0,0,0,0,0,28.2,1
P01_distraction,216.169,24.154,DISTRACTION_AUDIO_ALERT,1,0,1,0,0,0,0,0,0,0,28,1
P01_distraction,217.189,25.174,DISTRACTION_AUDIO_ALERT,1,0,1,0,0,0,0,0,0,0,27.4,1
P01_distraction,218.287,26.272,DISTRACTION_AUDIO_ALERT,1,0,1,0,0,0,0,0,0,0,26.8,1
P01_distraction,219.32,27.305,DISTRACTION_CONFIRMED,1,0,0,0,0,0,0,0,0,0,25,1
P01_distraction,220.334,28.319,DISTRACTION_CONFIRMED,0,0,0,0,0,0,0,0,0,0,24.4,1
P01_distraction,221.488,29.473,DISTRACTION_CONFIRMED,0,0,0,0,0,0,0,0,0,0,24.6,1
P01_distraction,222.501,30.486,DISTRACTION_CONFIRMED,1,0,0,0,0,0,0,0,0,0,25.2,1
P01_distraction,223.505,31.49,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,25.8,1
P01_distraction,224.639,32.624,DISTRACTION_CONFIRMED,1,0,0,1,0,0,0,0,0,0,26.6,1
P01_distraction,225.654,33.639,DISTRACTION_CONFIRMED,1,0,0,1,0,0,0,0,0,0,27.2,1
P01_distraction,226.816,34.801,DISTRACTION_CONFIRMED,1,0,0,1,0,1,0,0,0,0,27.4,1
P01_distraction,227.856,35.841,DISTRACTION_CONFIRMED,1,0,0,1,0,1,0,0,0,0,27.6,1
P01_distraction,228.858,36.843,DISTRACTION_AUDIO_ALERT,1,0,0,1,0,1,0,0,0,0,27.8,1
P01_distraction,229.984,37.969,DISTRACTION_AUDIO_ALERT,1,0,0,1,0,1,0,0,0,0,27.8,1
P01_distraction,230.986,38.971,DISTRACTION_AUDIO_ALERT,1,0,0,1,0,1,0,0,0,0,27.4,1
P01_distraction,231.993,39.978,DISTRACTION_CONFIRMED,1,0,0,0,0,0,0,0,0,0,26.8,1
P01_distraction,233.174,41.159,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,26,1
P01_distraction,234.188,42.173,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,25.8,1
P01_distraction,235.282,43.267,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,26.2,1
P01_distraction,236.326,44.311,DISTRACTION_CONFIRMED,0,0,0,0,0,0,0,0,0,0,26.2,1
P01_distraction,237.398,45.383,DISTRACTION_CONFIRMED,1,0,0,0,0,0,0,0,0,0,25.8,1
P01_distraction,238.504,46.489,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,24.8,1
P01_distraction,239.566,47.551,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23.6,1
P01_distraction,240.636,48.621,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,241.708,49.693,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,242.808,50.793,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,243.885,51.87,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,244.931,52.916,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,246.026,54.011,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,247.093,55.078,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,248.169,56.154,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,249.245,57.23,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,250.323,58.308,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,251.378,59.363,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,252.464,60.449,DISTRACTION_CONFIRMED,1,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,253.618,61.603,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,254.73,62.715,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,255.831,63.816,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,256.919,64.904,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,258.017,66.002,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23,1
P01_distraction,259.095,67.08,DISTRACTION_CONFIRMED,1,0,0,0,0,0,0,0,0,0,22.8,1
P01_distraction,260.225,68.21,DISTRACTION_CONFIRMED,1,0,0,0,0,0,0,0,0,0,22.4,1
P01_distraction,261.338,69.323,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,22.2,1
P01_distraction,262.432,70.417,DISTRACTION_PHONE_DETECTED,1,1,0,0,0,0,0,0,0,0,21.8,1
P01_distraction,263.59,71.575,DISTRACTION_PHONE_DETECTED,1,1,0,0,0,0,0,0,0,0,21.6,1
P01_distraction,264.729,72.714,DISTRACTION_PHONE_TEXTING_OR_CHATTING,1,1,0,0,0,0,1,0,0,0,21.4,1
P01_distraction,265.861,73.846,DISTRACTION_PHONE_TEXTING_OR_CHATTING,1,1,0,0,0,0,1,0,0,0,21,1
P01_distraction,266.952,74.937,DISTRACTION_PHONE_TEXTING_OR_CHATTING,1,1,0,0,0,0,1,0,0,0,21,1
P01_distraction,268.044,76.029,DISTRACTION_AUDIO_ALERT,1,1,0,0,0,0,1,0,0,0,21,1
P01_distraction,269.135,77.12,DISTRACTION_AUDIO_ALERT,1,1,0,0,0,0,0,0,0,0,21,1
P01_distraction,270.233,78.218,DISTRACTION_AUDIO_ALERT,1,1,0,0,0,0,0,0,0,0,21,1
P01_distraction,271.351,79.336,DISTRACTION_AUDIO_ALERT,1,1,0,0,0,0,0,0,0,0,21,1
P01_distraction,272.472,80.457,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,21.6,1
P01_distraction,273.486,81.471,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,22.2,1
P01_distraction,274.499,82.484,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,23.6,1
P01_distraction,275.603,83.588,DISTRACTION_CONFIRMED,1,0,1,0,0,0,0,0,0,0,25.4,1
P01_distraction,276.666,84.651,DISTRACTION_CONFIRMED,1,0,1,0,0,0,1,0,0,0,26.8,1
P01_distraction,277.766,85.751,DISTRACTION_CONFIRMED,1,0,1,0,0,0,1,0,0,0,27,1
P01_distraction,278.856,86.841,DISTRACTION_PHONE_DETECTED,1,1,1,0,0,0,1,0,0,0,27,1
P01_distraction,279.937,87.922,FATIGUE_AUDIO_ALERT,1,0,1,0,0,0,1,0,0,0,24.8,1
P01_distraction,281.021,89.006,FATIGUE_AUDIO_ALERT,1,0,1,0,0,0,1,0,0,0,24,1
P01_distraction,282.099,90.084,DISTRACTION_AUDIO_ALERT,1,0,1,0,0,0,1,0,0,0,23.8,1
P01_distraction,283.206,91.191,DISTRACTION_AUDIO_ALERT,1,0,1,0,0,0,1,0,0,0,23.8,1
P01_distraction,284.238,92.223,FATIGUE_AUDIO_ALERT,1,0,1,0,0,0,0,0,0,0,23.8,1
P01_distraction,285.272,93.257,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23.6,1
P01_distraction,286.279,94.264,ATTENTIVE_NORMAL,0,0,0,0,0,0,0,0,0,0,23.6,1
P01_distraction,287.293,95.278,DISTRACTION_CONFIRMED,1,0,0,1,0,0,0,0,0,0,23.6,1
