ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,MedicalEmergencyConfirmed,CriticalUnresponsive,HazardRequest,BrakeRequest,FaceFound,SpeedDisplayKmh,AlertsEnabled
P09_medical,85.564,0,ATTENTIVE_NORMAL,0,0,0,0,1,0,0
P09_medical,86.685,1.121,ATTENTIVE_NORMAL,0,0,0,0,1,1.6,0
P09_medical,87.724,2.16,ATTENTIVE_NORMAL,0,0,0,0,1,3.2,0
P09_medical,88.79,3.226,ATTENTIVE_NORMAL,0,0,0,0,1,5.2,0
P09_medical,89.948,4.384,ATTENTIVE_NORMAL,0,0,0,0,1,7.6,0
P09_medical,90.986,5.422,DISTRACTION_CONFIRMED,0,0,0,0,1,14.2,1
P09_medical,92.012,6.448,ATTENTIVE_NORMAL,0,0,0,0,1,17.6,1
P09_medical,93.021,7.457,ATTENTIVE_NORMAL,0,0,0,0,1,21.6,1
P09_medical,94.187,8.623,DISTRACTION_CONFIRMED,0,0,0,0,1,27.2,1
P09_medical,95.207,9.643,DISTRACTION_CONFIRMED,0,0,0,0,1,33.6,1
P09_medical,96.291,10.727,DISTRACTION_CONFIRMED,0,0,0,0,1,38.4,1
P09_medical,97.31,11.746,DISTRACTION_CONFIRMED,0,0,0,0,1,45.4,1
P09_medical,98.389,12.825,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,52.2,1
P09_medical,99.434,13.87,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,69.2,1
P09_medical,100.52,14.956,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,79,1
P09_medical,101.521,15.957,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,87.2,1
P09_medical,102.649,17.085,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,93.8,1
P09_medical,103.667,18.103,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,93.2,1
P09_medical,104.747,19.183,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,85.8,1
P09_medical,105.764,20.2,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,75.2,1
P09_medical,106.785,21.221,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,53.6,1
P09_medical,107.938,22.374,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,48.4,1
P09_medical,108.977,23.413,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,49.6,1
P09_medical,110.082,24.518,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,52.8,1
P09_medical,111.105,25.541,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,57.2,1
P09_medical,112.258,26.694,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,62.4,1
P09_medical,113.309,27.745,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,68.4,1
P09_medical,114.411,28.847,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,74.2,1
P09_medical,115.457,29.893,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,84.6,1
P09_medical,116.473,30.909,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,85.4,1
P09_medical,117.602,32.038,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,83.6,1
P09_medical,118.614,33.05,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,79.6,1
P09_medical,119.639,34.075,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,75.2,1
P09_medical,120.787,35.223,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,71.2,1
P09_medical,121.823,36.259,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,67.2,1
P09_medical,122.833,37.269,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,63,1
P09_medical,123.888,38.324,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,48.4,1
P09_medical,125.041,39.477,ATTENTIVE_NORMAL,0,0,0,0,1,39.4,1
P09_medical,126.07,40.506,ATTENTIVE_NORMAL,0,0,0,0,1,31.4,1
P09_medical,127.221,41.657,ATTENTIVE_NORMAL,0,0,0,0,1,24.4,1
P09_medical,128.256,42.692,ATTENTIVE_NORMAL,0,0,0,0,1,20,1
P09_medical,129.378,43.814,DISTRACTION_CONFIRMED,0,0,0,0,1,18.8,1
P09_medical,130.397,44.833,DISTRACTION_CONFIRMED,0,0,0,0,1,19,1
P09_medical,131.545,45.981,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20.2,1
P09_medical,132.606,47.042,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,21,1
P09_medical,133.718,48.154,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,21.6,1
P09_medical,134.725,49.161,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,21.8,1
P09_medical,135.905,50.341,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,22.2,1
P09_medical,136.92,51.356,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,23,1
P09_medical,137.939,52.375,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,26.2,1
P09_medical,138.989,53.425,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,27.4,1
P09_medical,140.133,54.569,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,28.4,1
P09_medical,141.167,55.603,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,28.8,1
P09_medical,142.339,56.775,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,28.2,1
P09_medical,143.382,57.818,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,27.6,1
P09_medical,144.475,58.911,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,27,1
P09_medical,145.628,60.064,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,26.4,1
P09_medical,146.688,61.124,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,24.6,1
P09_medical,147.691,62.127,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,23.4,1
P09_medical,148.832,63.268,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22.8,1
P09_medical,149.937,64.373,ATTENTIVE_NORMAL,0,0,0,0,1,22.8,1
P09_medical,150.945,65.381,ATTENTIVE_NORMAL,0,0,0,0,1,22.6,1
P09_medical,151.983,66.419,ATTENTIVE_NORMAL,0,0,0,0,1,23.4,1
P09_medical,153.126,67.562,ATTENTIVE_NORMAL,0,0,0,0,1,23.8,1
P09_medical,154.137,68.573,DISTRACTION_CONFIRMED,0,0,0,0,1,24.2,1
P09_medical,155.225,69.661,ATTENTIVE_NORMAL,0,0,0,0,1,24.6,1
P09_medical,156.236,70.672,ATTENTIVE_NORMAL,0,0,0,0,1,24,1
P09_medical,157.368,71.804,DISTRACTION_CONFIRMED,0,0,0,0,1,23.6,1
P09_medical,158.393,72.829,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,24.2,1
P09_medical,159.461,73.897,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,25.8,1
P09_medical,160.471,74.907,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,29.4,1
P09_medical,161.591,76.027,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,33,1
P09_medical,162.622,77.058,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,45.2,1
P09_medical,163.713,78.149,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,52.2,1
P09_medical,164.721,79.157,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,59.4,1
P09_medical,165.744,80.18,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,69.2,1
P09_medical,166.913,81.349,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,78.8,1
P09_medical,167.919,82.355,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,87,1
P09_medical,168.924,83.36,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,94.2,1
P09_medical,170.052,84.488,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,98.6,1
P09_medical,171.067,85.503,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,100.4,1
P09_medical,172.225,86.661,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,99.2,1
P09_medical,173.253,87.689,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,97.2,1
P09_medical,174.38,88.816,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,95.6,1
P09_medical,175.422,89.858,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,94.8,1
P09_medical,176.576,91.012,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,95,1
P09_medical,177.611,92.047,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,96.2,1
P09_medical,178.714,93.15,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,98,1
P09_medical,179.751,94.187,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,102.2,1
P09_medical,180.909,95.345,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,101,1
P09_medical,181.959,96.395,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,95.4,1
P09_medical,183.045,97.481,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,85.4,1
P09_medical,184.063,98.499,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,74.2,1
P09_medical,185.063,99.499,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,63.2,1
P09_medical,186.215,100.651,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,54.2,1
P09_medical,187.301,101.737,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,45.2,1
P09_medical,188.316,102.752,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,42.2,1
P09_medical,189.318,103.754,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,32.6,1
P09_medical,190.357,104.793,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,23.4,1
P09_medical,191.378,105.814,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,14.8,1
P09_medical,192.403,106.839,DISTRACTION_CONFIRMED,0,0,0,0,1,7,0
P09_medical,193.527,107.963,ATTENTIVE_NORMAL,0,0,0,0,1,0,0
