ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,MedicalEmergencyConfirmed,CriticalUnresponsive,HazardRequest,BrakeRequest,FaceFound,SpeedDisplayKmh,AlertsEnabled
P07_medical,30.719,0,ATTENTIVE_NORMAL,0,0,0,0,1,0,0
P07_medical,31.733,1.014,ATTENTIVE_NORMAL,0,0,0,0,1,0,0
P07_medical,32.737,2.018,ATTENTIVE_NORMAL,0,0,0,0,1,1.6,0
P07_medical,33.783,3.064,ATTENTIVE_NORMAL,0,0,0,0,1,3.2,0
P07_medical,34.797,4.078,ATTENTIVE_NORMAL,0,0,0,0,1,5,0
P07_medical,35.804,5.085,ATTENTIVE_NORMAL,0,0,0,0,1,6.8,0
P07_medical,36.836,6.117,ATTENTIVE_NORMAL,0,0,0,0,1,9.6,0
P07_medical,37.884,7.165,ATTENTIVE_NORMAL,0,0,0,0,1,12,1
P07_medical,38.956,8.237,ATTENTIVE_NORMAL,0,0,0,0,1,15.2,1
P07_medical,40.064,9.345,ATTENTIVE_NORMAL,0,0,0,0,1,19,1
P07_medical,41.089,10.37,ATTENTIVE_NORMAL,0,0,0,0,1,22.8,1
P07_medical,42.122,11.403,DISTRACTION_CONFIRMED,0,0,0,0,1,26.6,1
P07_medical,43.187,12.468,DISTRACTION_CONFIRMED,0,0,0,0,1,29,1
P07_medical,44.346,13.627,DISTRACTION_CONFIRMED,0,0,0,0,1,31,1
P07_medical,45.351,14.632,DISTRACTION_CONFIRMED,0,0,0,0,1,33.4,1
P07_medical,46.422,15.703,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,34.4,1
P07_medical,47.573,16.854,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,35.6,1
P07_medical,48.591,17.872,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,36,1
P07_medical,49.656,18.937,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,36.8,1
P07_medical,50.82,20.101,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,37.2,1
P07_medical,51.823,21.104,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,37.6,1
P07_medical,52.902,22.183,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,37.4,1
P07_medical,54.077,23.358,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,37.2,1
P07_medical,55.243,24.524,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,37.4,1
P07_medical,56.261,25.542,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,37.4,1
P07_medical,57.411,26.692,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,37.6,1
P07_medical,58.433,27.714,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38,1
P07_medical,59.52,28.801,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38,1
P07_medical,60.526,29.807,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38,1
P07_medical,61.624,30.905,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38,1
P07_medical,62.641,31.922,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38,1
P07_medical,63.734,33.015,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38,1
P07_medical,64.764,34.045,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38,1
P07_medical,65.838,35.119,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38,1
P07_medical,66.901,36.182,ATTENTIVE_NORMAL,0,0,0,0,1,37.8,1
P07_medical,67.948,37.229,ATTENTIVE_NORMAL,0,0,0,0,1,37.4,1
P07_medical,68.989,38.27,ATTENTIVE_NORMAL,0,0,0,0,1,37.2,1
P07_medical,70.107,39.388,ATTENTIVE_NORMAL,0,0,0,0,1,37,1
P07_medical,71.139,40.42,ATTENTIVE_NORMAL,0,0,0,0,1,37,1
P07_medical,72.259,41.54,ATTENTIVE_NORMAL,0,0,0,0,1,37,1
P07_medical,73.371,42.652,ATTENTIVE_NORMAL,0,0,0,0,1,36.8,1
P07_medical,74.396,43.677,ATTENTIVE_NORMAL,0,0,0,0,1,36.8,1
P07_medical,75.455,44.736,ATTENTIVE_NORMAL,0,0,0,0,1,36.8,1
P07_medical,76.509,45.79,ATTENTIVE_NORMAL,0,0,0,0,1,36.6,1
P07_medical,77.545,46.826,DISTRACTION_CONFIRMED,0,0,0,0,1,36.6,1
P07_medical,78.661,47.942,DISTRACTION_CONFIRMED,0,0,0,0,1,36.6,1
P07_medical,79.692,48.973,DISTRACTION_CONFIRMED,0,0,0,0,1,37,1
P07_medical,80.815,50.096,DISTRACTION_CONFIRMED,0,0,0,0,1,37.4,1
P07_medical,81.817,51.098,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38,1
P07_medical,82.832,52.113,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38.4,1
P07_medical,83.984,53.265,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38.4,1
P07_medical,85.014,54.295,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38.2,1
P07_medical,86.103,55.384,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38,1
P07_medical,87.108,56.389,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38.2,1
P07_medical,88.255,57.536,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38.4,1
P07_medical,89.29,58.571,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38.6,1
P07_medical,90.354,59.635,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,38.8,1
P07_medical,91.378,60.659,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,92.388,61.669,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,93.555,62.836,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,94.575,63.856,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,95.601,64.882,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,96.631,65.912,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,97.733,67.014,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,98.78,68.061,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,99.817,69.098,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,100.831,70.112,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P07_medical,101.837,71.118,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38.8,1
P07_medical,102.846,72.127,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38.8,1
P07_medical,103.881,73.162,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38.8,1
P07_medical,104.911,74.192,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,38.6,1
P07_medical,105.914,75.195,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,37.4,1
P07_medical,106.944,76.225,ATTENTIVE_NORMAL,0,0,0,0,1,35.6,1
P07_medical,107.963,77.244,ATTENTIVE_NORMAL,0,0,0,0,1,33.4,1
P07_medical,109.021,78.302,ATTENTIVE_NORMAL,0,0,0,0,1,31.2,1
P07_medical,110.147,79.428,ATTENTIVE_NORMAL,0,0,0,0,1,28.2,1
P07_medical,111.207,80.488,ATTENTIVE_NORMAL,0,0,0,0,1,28,1
P07_medical,112.212,81.493,ATTENTIVE_NORMAL,0,0,0,0,1,28,1
