ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,MedicalEmergencyConfirmed,CriticalUnresponsive,HazardRequest,BrakeRequest,FaceFound,SpeedDisplayKmh,AlertsEnabled
P03_medical,35.181,0,DISTRACTION_CONFIRMED,0,0,0,0,1,0,0
P03_medical,36.345,1.164,DISTRACTION_CONFIRMED,0,0,0,0,1,1.4,0
P03_medical,37.383,2.202,ATTENTIVE_NORMAL,0,0,0,0,1,2.8,0
P03_medical,38.417,3.236,ATTENTIVE_NORMAL,0,0,0,0,1,4.2,0
P03_medical,39.496,4.315,ATTENTIVE_NORMAL,0,0,0,0,1,5.6,0
P03_medical,40.514,5.333,ATTENTIVE_NORMAL,0,0,0,0,1,8,0
P03_medical,41.543,6.362,ATTENTIVE_NORMAL,0,0,0,0,1,9.4,0
P03_medical,42.625,7.444,ATTENTIVE_NORMAL,0,0,0,0,1,12.6,1
P03_medical,43.67,8.489,ATTENTIVE_NORMAL,0,0,0,0,1,16.8,1
P03_medical,44.698,9.517,ATTENTIVE_NORMAL,0,0,0,0,1,21.8,1
P03_medical,45.72,10.539,ATTENTIVE_NORMAL,0,0,0,0,1,24.6,1
P03_medical,46.749,11.568,ATTENTIVE_NORMAL,0,0,0,0,1,25.4,1
P03_medical,47.771,12.59,ATTENTIVE_NORMAL,0,0,0,0,1,24.6,1
P03_medical,48.782,13.601,DISTRACTION_CONFIRMED,0,0,0,0,1,23,1
P03_medical,49.809,14.628,ATTENTIVE_NORMAL,0,0,0,0,1,20.4,1
P03_medical,50.844,15.663,DISTRACTION_CONFIRMED,0,0,0,0,1,19.8,1
P03_medical,51.874,16.693,DISTRACTION_CONFIRMED,0,0,0,0,1,20,1
P03_medical,52.921,17.74,DISTRACTION_CONFIRMED,0,0,0,0,1,20,1
P03_medical,53.955,18.774,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P03_medical,54.986,19.805,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P03_medical,56.011,20.83,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P03_medical,57.065,21.884,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P03_medical,58.102,22.921,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P03_medical,59.145,23.964,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20.2,1
P03_medical,60.165,24.984,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20.4,1
P03_medical,61.188,26.007,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,21.2,1
P03_medical,62.33,27.149,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,21.6,1
P03_medical,63.393,28.212,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,21.8,1
P03_medical,64.409,29.228,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22,1
P03_medical,65.448,30.267,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22,1
P03_medical,66.499,31.318,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22,1
P03_medical,67.512,32.331,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22,1
P03_medical,68.572,33.391,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22,1
P03_medical,69.602,34.421,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22,1
P03_medical,70.657,35.476,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22,1
P03_medical,71.667,36.486,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22.2,1
P03_medical,72.709,37.528,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22.2,1
P03_medical,73.727,38.546,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22.4,1
P03_medical,74.909,39.728,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,22.6,1
