ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,MedicalEmergencyConfirmed,CriticalUnresponsive,HazardRequest,BrakeRequest,FaceFound,SpeedDisplayKmh,AlertsEnabled
P06_medical,12.93,0,DISTRACTION_CONFIRMED,0,0,0,0,1,0,0
P06_medical,13.962,1.032,ATTENTIVE_NORMAL,0,0,0,0,1,0,0
P06_medical,15.003,2.073,ATTENTIVE_NORMAL,0,0,0,0,1,1.8,0
P06_medical,16.058,3.128,ATTENTIVE_NORMAL,0,0,0,0,1,3.6,0
P06_medical,17.114,4.184,ATTENTIVE_NORMAL,0,0,0,0,1,5.8,0
P06_medical,18.134,5.204,ATTENTIVE_NORMAL,0,0,0,0,1,10.6,1
P06_medical,19.225,6.295,ATTENTIVE_NORMAL,0,0,0,0,1,14.2,1
P06_medical,20.336,7.406,FATIGUE_DROWSINESS_EVENT,0,0,0,0,1,16.6,1
P06_medical,21.355,8.425,ATTENTIVE_NORMAL,0,0,0,0,1,23.8,1
P06_medical,22.403,9.473,DISTRACTION_CONFIRMED,0,0,0,0,1,25.4,1
P06_medical,23.504,10.574,DISTRACTION_CONFIRMED,0,0,0,0,1,28.2,1
P06_medical,24.623,11.693,DISTRACTION_CONFIRMED,0,0,0,0,1,30,1
P06_medical,25.773,12.843,DISTRACTION_CONFIRMED,0,0,0,0,1,30.6,1
P06_medical,26.782,13.852,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,31.6,1
P06_medical,27.799,14.869,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,32.6,1
P06_medical,28.855,15.925,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,35.8,1
P06_medical,30.013,17.083,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,37,1
P06_medical,31.069,18.139,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,35.8,1
P06_medical,32.169,19.239,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,32.4,1
P06_medical,33.288,20.358,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,27.2,1
P06_medical,34.45,21.52,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,23,1
P06_medical,35.615,22.685,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,17,1
P06_medical,36.75,23.82,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,16.4,1
P06_medical,37.882,24.952,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,17.2,1
P06_medical,38.927,25.997,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,17,1
