ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,MedicalEmergencyConfirmed,CriticalUnresponsive,HazardRequest,BrakeRequest,FaceFound,SpeedDisplayKmh,AlertsEnabled
P05_medical1,105.838,68.051,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,40,1
P05_medical1,106.872,69.085,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,39.8,1
P05_medical1,108.013,70.226,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,39.6,1
P05_medical1,109.017,71.23,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,39.4,1
P05_medical1,110.02,72.233,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39.2,1
P05_medical1,111.086,73.299,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39.2,1
P05_medical1,112.099,74.312,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39.2,1
P05_medical1,113.231,75.444,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39.2,1
P05_medical1,114.28,76.493,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39.2,1
P05_medical1,115.321,77.534,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P05_medical1,116.326,78.539,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P05_medical1,117.399,79.612,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P05_medical1,118.448,80.661,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P05_medical1,119.501,81.714,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P05_medical1,120.571,82.784,ATTENTIVE_NORMAL,0,0,0,0,1,39,1
P05_medical1,121.58,83.793,ATTENTIVE_NORMAL,0,0,0,0,1,39,1
P05_medical1,122.607,84.82,ATTENTIVE_NORMAL,0,0,0,0,1,39,1
P05_medical1,123.728,85.941,ATTENTIVE_NORMAL,0,0,0,0,1,39,1
P05_medical1,124.883,87.096,DISTRACTION_CONFIRMED,0,0,0,0,1,39,1
P05_medical1,125.981,88.194,ATTENTIVE_NORMAL,0,0,0,0,1,39,1
P05_medical1,127.128,89.341,DISTRACTION_CONFIRMED,0,0,0,0,1,39,1
P05_medical1,128.172,90.385,DISTRACTION_CONFIRMED,0,0,0,0,1,39,1
P05_medical1,129.235,91.448,DISTRACTION_CONFIRMED,0,0,0,0,1,39,1
P05_medical1,130.255,92.468,DISTRACTION_CONFIRMED,0,0,0,0,1,39,1
P05_medical1,131.318,93.531,DISTRACTION_CONFIRMED,0,0,0,0,1,39,1
P05_medical1,132.435,94.648,DISTRACTION_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,133.577,95.79,DISTRACTION_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,134.578,96.791,DISTRACTION_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,135.606,97.819,DISTRACTION_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,136.759,98.972,FATIGUE_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,137.761,99.974,DISTRACTION_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,138.87,101.083,DISTRACTION_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,139.908,102.121,DISTRACTION_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,140.994,103.207,DISTRACTION_AUDIO_ALERT,0,0,0,0,1,39,1
P05_medical1,142.044,104.257,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39,1
P05_medical1,143.123,105.336,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,39.2,1
P05_medical1,144.285,106.498,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,40,1
P05_medical1,145.299,107.512,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,40.4,1
P05_medical1,146.334,108.547,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,40.8,1
P05_medical1,147.458,109.671,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,41,1
P05_medical1,148.488,110.701,ATTENTIVE_NORMAL,0,0,0,0,1,41.2,1
P05_medical1,149.505,111.718,ATTENTIVE_NORMAL,0,0,0,0,1,41.4,1
