ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,MedicalEmergencyConfirmed,CriticalUnresponsive,HazardRequest,BrakeRequest,FaceFound,SpeedDisplayKmh,AlertsEnabled
P04_medical_emergency,40.133,0,DISTRACTION_CONFIRMED,0,0,0,0,1,0,0
P04_medical_emergency,41.288,1.155,ATTENTIVE_NORMAL,0,0,0,0,1,1.2,0
P04_medical_emergency,42.405,2.272,DISTRACTION_CONFIRMED,0,0,0,0,1,2.6,0
P04_medical_emergency,43.486,3.353,ATTENTIVE_NORMAL,0,0,0,0,1,4,0
P04_medical_emergency,44.49,4.357,ATTENTIVE_NORMAL,0,0,0,0,1,5.6,0
P04_medical_emergency,45.529,5.396,ATTENTIVE_NORMAL,0,0,0,0,1,7.2,0
P04_medical_emergency,46.658,6.525,DISTRACTION_CONFIRMED,0,0,0,0,1,8.4,0
P04_medical_emergency,47.689,7.556,ATTENTIVE_NORMAL,0,0,0,0,1,9.8,0
P04_medical_emergency,48.701,8.568,ATTENTIVE_NORMAL,0,0,0,0,1,11.6,1
P04_medical_emergency,49.844,9.711,ATTENTIVE_NORMAL,0,0,0,0,1,13.2,1
P04_medical_emergency,50.857,10.724,ATTENTIVE_NORMAL,0,0,0,0,1,15,1
P04_medical_emergency,51.881,11.748,ATTENTIVE_NORMAL,0,0,0,0,1,16.8,1
P04_medical_emergency,52.985,12.852,ATTENTIVE_NORMAL,0,0,0,0,1,17.6,1
P04_medical_emergency,54.13,13.997,DISTRACTION_CONFIRMED,0,0,0,0,1,17.8,1
P04_medical_emergency,55.242,15.109,DISTRACTION_CONFIRMED,0,0,0,0,1,17.6,1
P04_medical_emergency,56.388,16.255,DISTRACTION_CONFIRMED,0,0,0,0,1,17.2,1
P04_medical_emergency,57.512,17.379,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,17.2,1
P04_medical_emergency,58.674,18.541,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,17.2,1
