ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,MedicalEmergencyConfirmed,CriticalUnresponsive,HazardRequest,BrakeRequest,FaceFound,SpeedDisplayKmh,AlertsEnabled
P02_medical,62.245,0,ATTENTIVE_NORMAL,0,0,0,0,1,0,0
P02_medical,63.249,1.004,ATTENTIVE_NORMAL,0,0,0,0,1,1.4,0
P02_medical,64.262,2.017,ATTENTIVE_NORMAL,0,0,0,0,1,2.8,0
P02_medical,65.299,3.054,ATTENTIVE_NORMAL,0,0,0,0,1,8.6,0
P02_medical,66.438,4.193,ATTENTIVE_NORMAL,0,0,0,0,1,11.8,1
P02_medical,67.453,5.208,ATTENTIVE_NORMAL,0,0,0,0,1,14,1
P02_medical,68.469,6.224,ATTENTIVE_NORMAL,0,0,0,0,1,17.2,1
P02_medical,69.512,7.267,ATTENTIVE_NORMAL,0,0,0,0,1,18.6,1
P02_medical,70.537,8.292,ATTENTIVE_NORMAL,0,0,0,0,1,18.6,1
P02_medical,71.623,9.378,ATTENTIVE_NORMAL,0,0,0,0,1,19,1
P02_medical,72.673,10.428,DISTRACTION_CONFIRMED,0,0,0,0,1,19,1
P02_medical,73.772,11.527,DISTRACTION_CONFIRMED,0,0,0,0,1,18.2,1
P02_medical,74.777,12.532,DISTRACTION_CONFIRMED,0,0,0,0,1,18.6,1
P02_medical,75.922,13.677,DISTRACTION_CONFIRMED,0,0,0,0,1,18.8,1
P02_medical,76.974,14.729,DISTRACTION_CONFIRMED,0,0,0,0,1,19,1
P02_medical,78.006,15.761,DISTRACTION_CONFIRMED,0,0,0,0,0,19,1
P02_medical,79.054,16.809,DISTRACTION_CONFIRMED,0,0,0,0,0,19,1
P02_medical,80.073,17.828,DISTRACTION_CONFIRMED,0,0,0,0,0,19.2,1
P02_medical,81.132,18.887,DISTRACTION_CONFIRMED,0,0,0,0,0,19.4,1
P02_medical,82.304,20.059,DISTRACTION_CONFIRMED,0,0,0,0,1,19.6,1
P02_medical,83.316,21.071,DISTRACTION_CONFIRMED,0,0,0,0,1,20,1
P02_medical,84.423,22.178,DISTRACTION_CONFIRMED,0,0,0,0,1,20,1
P02_medical,85.443,23.198,DISTRACTION_CONFIRMED,0,0,0,0,1,20,1
P02_medical,86.551,24.306,DISTRACTION_CONFIRMED,0,0,0,0,1,20,1
P02_medical,87.555,25.31,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P02_medical,88.639,26.394,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P02_medical,89.687,27.442,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P02_medical,90.823,28.578,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P02_medical,91.84,29.595,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P02_medical,92.925,30.68,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P02_medical,93.978,31.733,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P02_medical,95.089,32.844,FATIGUE_DROWSINESS_CONFIRMED,0,0,0,0,1,20,1
P02_medical,96.175,33.93,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,20,1
P02_medical,97.215,34.97,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,20,1
P02_medical,98.32,36.075,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,20,1
P02_medical,99.326,37.081,MEDICAL_EMERGENCY_RESPONSE,1,1,1,1,1,20,1
