ExperimentName,ElapsedSeconds,Adjusted time,FinalSystemDecision,ConfirmedDrowsinessFlag,DrowsyEventCount,YawnCandidateActive,YawningEventCount,FrequentYawningAlert,SpeedDisplayKmh,AlertsEnabled
P10_drowsiness,28.946,0,ATTENTIVE_NORMAL,0,0,0,0,0,0,0
P10_drowsiness,29.956,1.01,ATTENTIVE_NORMAL,0,0,0,0,0,1,0
P10_drowsiness,30.962,2.016,ATTENTIVE_NORMAL,0,0,0,0,0,2.2,0
P10_drowsiness,32.003,3.057,ATTENTIVE_NORMAL,0,0,0,0,0,4,0
P10_drowsiness,33.02,4.074,ATTENTIVE_NORMAL,1,0,0,0,0,5.6,0
P10_drowsiness,34.103,5.157,ATTENTIVE_NORMAL,1,0,0,0,0,7.4,0
P10_drowsiness,35.18,6.234,ATTENTIVE_NORMAL,0,0,0,0,0,7.8,0
P10_drowsiness,36.205,7.259,ATTENTIVE_NORMAL,0,0,0,0,0,7.6,0
P10_drowsiness,37.206,8.26,ATTENTIVE_NORMAL,1,0,0,0,0,7.6,0
P10_drowsiness,38.245,9.299,ATTENTIVE_NORMAL,1,0,0,0,0,8,0
P10_drowsiness,39.276,10.33,ATTENTIVE_NORMAL,1,0,0,0,0,8.6,0
P10_drowsiness,40.3,11.354,ATTENTIVE_NORMAL,1,0,0,0,0,9.2,0
P10_drowsiness,41.461,12.515,ATTENTIVE_NORMAL,1,0,0,0,0,10.2,1
P10_drowsiness,42.483,13.537,FATIGUE_DROWSINESS_EVENT,0,1,0,0,0,14.2,1
P10_drowsiness,43.614,14.668,ATTENTIVE_NORMAL,0,1,0,0,0,16.4,1
P10_drowsiness,44.661,15.715,ATTENTIVE_NORMAL,0,1,0,0,0,18,1
P10_drowsiness,45.671,16.725,ATTENTIVE_NORMAL,0,1,0,0,0,19,1
P10_drowsiness,46.718,17.772,ATTENTIVE_NORMAL,1,1,0,0,0,19.2,1
P10_drowsiness,47.802,18.856,ATTENTIVE_NORMAL,1,1,0,0,0,19.2,1
P10_drowsiness,48.823,19.877,ATTENTIVE_NORMAL,1,1,0,0,0,19.2,1
P10_drowsiness,49.942,20.996,DISTRACTION_CONFIRMED,1,1,0,0,0,19.6,1
P10_drowsiness,51.083,22.137,DISTRACTION_CONFIRMED,1,1,0,0,0,20.8,1
P10_drowsiness,52.157,23.211,FATIGUE_DROWSINESS_CONFIRMED,1,1,0,0,0,21,1
P10_drowsiness,53.184,24.238,FATIGUE_DROWSINESS_CONFIRMED,1,1,0,0,0,20.8,1
P10_drowsiness,54.224,25.278,FATIGUE_DROWSINESS_CONFIRMED,1,1,0,0,0,20.6,1
P10_drowsiness,55.241,26.295,FATIGUE_DROWSINESS_EVENT,0,2,0,0,0,20.6,1
P10_drowsiness,56.337,27.391,ATTENTIVE_NORMAL,0,2,0,0,0,20.6,1
P10_drowsiness,57.435,28.489,ATTENTIVE_NORMAL,0,2,0,0,0,20.6,1
P10_drowsiness,58.479,29.533,ATTENTIVE_NORMAL,1,2,0,0,0,20.8,1
P10_drowsiness,59.486,30.54,ATTENTIVE_NORMAL,1,2,0,0,0,20.6,1
P10_drowsiness,60.524,31.578,ATTENTIVE_NORMAL,1,2,0,0,0,20.4,1
